libraryName,collectionName,collectionNameHe,rangeStart,rangeEnd,svgCode,description,descriptionHe,floor,shelfLabel,shelfLabelHe,notes,notesHe
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",745(52),749.5(5691),kb2_76_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,76 A,76 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",749.63,759.13,kb2_76_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,76 B,76 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",759.13,759.4,kb2_77_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,77 A,77 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",759.4,759.5,kb2_77_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,77 B,77 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",759.5,759.7,kb2_78_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,78 A,78 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",759.7,759.951,kb2_78_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,78 B,78 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",759.951,769.974,kb2_79_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,79 A,79 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",770,779.2,kb2_79_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,79 B,79 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",779.2,790.5,kb2_80_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,80 A,80 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",790.5,790.5,kb2_80_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,80 B,80 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",790.5,791.43,kb2_81_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,81 A,81 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",791.43,791.4301,kb2_81_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,81 B,81 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",791.4301,791.45058,kb2_82_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,82 A,82 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",497.45058,792(43),kb2_82_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,82 B,82 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",792(73),793.93,kb2_83_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,83 A,83 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",794,799,kb2_83_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,83 B,83 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML1,ML5,ml_83_b,,"אולם קריאה ב'2, קומה שניה",2,83 B,83 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML5,ML113,ml_84_a,,"אולם קריאה ב'2, קומה שניה",2,84 A,84 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML113,ML172,ml_84_b,,"אולם קריאה ב'2, קומה שניה",2,84 B,84 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML172,ML336.5,ml_85_a,,"אולם קריאה ב'2, קומה שניה",2,85 A,85 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML336.7,ML410,ml_85_b,,"אולם קריאה ב'2, קומה שניה",2,85 B,85 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML410,ML410,ml_86_a,,"אולם קריאה ב'2, קומה שניה",2,86 A,86 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML410,ML410,ml_86_a,,"אולם קריאה ב'2, קומה שניה",2,86 B,86 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML410,ML448,ml_87_a,,"אולם קריאה ב'2, קומה שניה",2,87 A,87 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML455,ML1700,ml_87_b,,"אולם קריאה ב'2, קומה שניה",2,87 B,87 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML1700,ML3507,ml_88_a,,"אולם קריאה ב'2, קומה שניה",2,88 A,88 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML3507,ML3830,ml_88_b,,"אולם קריאה ב'2, קומה שניה",2,88 B,88 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",ML3830,ML3926,ml_89_a,,"אולם קריאה ב'2, קומה שניה",2,89 A,89 א',,
Sourasky Central Library,CB2 Reference Books. Reading room 2B – 2 nd. floor (in the closet 89),CB2 ספרי ייעץ - קומה ב' 2 (ארון 89),000,999,cb2_89_a,,CB2 ספרי ייעץ - קומה ב' 2 (ארון 89),2,89 A,89 א',,
Sourasky Central Library,"CL2 Limited Loan. Reading room 2 B – 2 nd. floor (89,90)","CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",201,492.432,cl2_89_a,,"CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",2,89 A,89 א',,
Sourasky Central Library,"CL2 Limited Loan. Reading room 2 B – 2 nd. floor (89,90)","CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",492.432,862.7,cl2_89_b,,"CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",2,89 B,89 ב',,
Sourasky Central Library,"CL2 Limited Loan. Reading room 2 B – 2 nd. floor (89,90)","CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",891.2109,933.642,cl2_90_a,,"CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",2,90 A,90 א',,
Sourasky Central Library,"CL2 Limited Loan. Reading room 2 B – 2 nd. floor (89,90)","CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",E114,E990.4,cl2_90_a,,"CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",2,90 A,90 א',,
Sourasky Central Library,"CL2 Limited Loan. Reading room 2 B – 2 nd. floor (89,90)","CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",ML50,ML3776,cl2_90_a,,"CL2 השאלה מוגבלת - קומה ב' 2 (ארונות 89,90)",2,90 A,90 א',,
Sourasky Central Library,"CJ Japanese collection. Reading room 2 B (90), 2nd floor","CJ אוסף ביפנית, אולם קריאה ב-2 (ארון 90)",015,996.999,cj_90_a,,"CJ אוסף ביפנית, אולם קריאה ב-2 (ארון 90)",2,90 A,90 א',,
Sourasky Central Library,"CJ Japanese collection. Reading room 2 B (90), 2nd floor","CJ אוסף ביפנית, אולם קריאה ב-2 (ארון 90)",M1812,M1812,cj_90_b,,"CJ אוסף ביפנית, אולם קריאה ב-2 (ארון 90)",2,90 B,90 ב',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',605,677(54),chi_90_b,,CHI אוסף בסינית. קומה ב',2,90 B,90 ב',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',951.03,951.03,chi_90_b,,CHI אוסף בסינית. קומה ב',2,90 B,90 ב',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',002,039.951,chi_1_a,,CHI אוסף בסינית. קומה ב',2,220 A,220 א',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',039.95,895.12082,chi_2_a,,CHI אוסף בסינית. קומה ב',2,221 A,221 א',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',895.12082,951,chi_3_a,,CHI אוסף בסינית. קומה ב',2,222 A,222 א',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',951,951.22,chi_4_a,,CHI אוסף בסינית. קומה ב',2,223 A,223 א',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',951.22,999.99,chi_5_a,,CHI אוסף בסינית. קומה ב',2,224 A,224 א',,
Sourasky Central Library,CHI Chinese collection. 2nd floor,CHI אוסף בסינית. קומה ב',ML001,ML336,chi_5_a,,CHI אוסף בסינית. קומה ב',2,224 A,224 א',,
Sourasky Central Library,CTW Taiwan Collection. 2nd floor,CTW אוסף טאיוואן - קומה ב',015,952.031,ctw_1_a,,CTW אוסף טאיוואן - קומה ב',2,225 A,225 א',,
Sourasky Central Library,"CB Bibliography Collection. Apply to the Reference Department, entrance floor",CB פנו לדלפק היעץ בקומת הכניסה,000,999,CB_0,,CB פנו לדלפק היעץ בקומת הכניסה,0,Information and Guidance Desk,דלפק מידע והדרכה,,
Sourasky Central Library,CBG Reference Oversized Books. Apply to the Reference Department entrance floor,CBG פורמט גדול. פנו לדלפק היעץ בקומת הכניסה,000,999,CB_0,,CBG פורמט גדול. פנו לדלפק היעץ בקומת הכניסה,0,Information and Guidance Desk,דלפק מידע והדרכה,,
Sourasky Central Library,CFA Faitlovitch Collection. 2nd floor,CFA אוסף פייטלוביץ. קומה ב',000,999,cfa_kb1,,CFA אוסף פייטלוביץ. קומה ב',2,The Faitlovitch Collection,אוסף פייטלוביץ,,
